,Binary_Class,Search Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
610,Low,2020-06-13,31.0,65.0,49.0,51.0,52.0,9.0,63.0,26.0,3.0,4.0,0.0,18.0,1.0,9.0,43.0,16.0,8.0,17.0,42.0,8.0,41.0,12.0,19.0,79.0,13.0,19.0,54.0,44.0,81.0,40.0,21.0,50.0,21.0,76.0,57.0,12.0,9.0,47.0,34.0,5.0,63.0,72.0,58.0,40.0,1.0,2.0,33.0,87.0,2.0,6.0,6.0,1.0,0.0,0.0,32.0,4.0,2.0,78.0,10.0,15.0,0.0,4.0,19.0,57.0,13.0,5.0,0.0,15.0,2.0,26.0,0.0,0.0,0.0,114310.0
611,Low,2020-06-12,42.0,76.0,23.0,42.0,55.0,9.0,61.0,25.0,4.0,12.0,14.0,37.0,0.0,8.0,54.0,14.0,8.0,0.0,33.0,18.0,45.0,21.0,23.0,80.0,24.0,18.0,59.0,52.0,79.0,31.0,20.0,47.0,20.0,70.0,61.0,14.0,15.0,50.0,41.0,5.0,63.0,61.0,60.0,38.0,1.0,2.0,34.0,86.0,2.0,7.0,2.0,1.0,12.0,0.0,48.0,2.0,4.0,50.0,9.0,10.0,3.0,10.0,4.0,62.0,15.0,7.0,0.0,14.0,2.0,24.0,0.0,0.0,0.0,135545.0
612,Low,2020-06-11,31.0,79.0,38.0,49.0,56.0,7.0,66.0,26.0,4.0,0.0,0.0,28.0,0.0,9.0,51.0,14.0,9.0,34.0,34.0,25.0,43.0,22.0,22.0,73.0,29.0,18.0,58.0,52.0,69.0,31.0,19.0,42.0,19.0,66.0,64.0,14.0,27.0,51.0,39.0,5.0,59.0,57.0,62.0,43.0,1.0,2.0,27.0,74.0,2.0,8.0,3.0,1.0,4.0,0.0,55.0,3.0,3.0,55.0,9.0,11.0,2.0,7.0,8.0,58.0,24.0,7.0,0.0,14.0,2.0,24.0,0.0,0.0,0.0,123965.0
613,Low,2020-06-10,34.0,73.0,57.0,41.0,60.0,9.0,63.0,29.0,4.0,4.0,0.0,34.0,0.0,7.0,42.0,15.0,8.0,14.0,32.0,23.0,46.0,25.0,18.0,84.0,30.0,17.0,50.0,46.0,66.0,32.0,20.0,41.0,17.0,68.0,67.0,14.0,24.0,51.0,37.0,6.0,70.0,63.0,65.0,38.0,2.0,2.0,31.0,66.0,2.0,8.0,4.0,2.0,8.0,0.0,55.0,1.0,3.0,33.0,10.0,17.0,2.0,11.0,4.0,51.0,20.0,7.0,0.0,12.0,2.0,24.0,0.0,0.0,0.0,115051.0
614,Low,2020-06-09,37.0,77.0,49.0,36.0,63.0,8.0,66.0,26.0,5.0,0.0,10.0,32.0,0.0,11.0,38.0,14.0,9.0,37.0,32.0,21.0,65.0,27.0,20.0,76.0,28.0,17.0,50.0,38.0,69.0,32.0,19.0,43.0,19.0,69.0,61.0,16.0,33.0,50.0,32.0,6.0,52.0,62.0,68.0,35.0,2.0,2.0,31.0,66.0,2.0,9.0,6.0,1.0,0.0,0.0,55.0,5.0,3.0,21.0,9.0,19.0,0.0,11.0,8.0,52.0,7.0,5.0,0.0,13.0,2.0,26.0,0.0,0.0,0.0,109757.0
615,Low,2020-06-08,35.0,76.0,38.0,46.0,57.0,8.0,63.0,26.0,4.0,4.0,6.0,31.0,0.0,7.0,45.0,14.0,9.0,9.0,32.0,23.0,42.0,30.0,19.0,68.0,27.0,18.0,51.0,32.0,71.0,33.0,19.0,44.0,19.0,65.0,59.0,15.0,21.0,50.0,33.0,6.0,62.0,65.0,69.0,39.0,2.0,2.0,30.0,67.0,1.0,9.0,4.0,1.0,7.0,0.0,53.0,3.0,0.0,38.0,9.0,20.0,1.0,11.0,4.0,49.0,20.0,6.0,0.0,13.0,2.0,24.0,0.0,0.0,0.0,106809.0
616,Low,2020-06-07,36.0,71.0,45.0,62.0,60.0,8.0,64.0,23.0,4.0,4.0,4.0,33.0,1.0,9.0,30.0,16.0,8.0,6.0,41.0,9.0,29.0,28.0,22.0,72.0,15.0,17.0,53.0,25.0,66.0,33.0,20.0,42.0,17.0,69.0,61.0,15.0,23.0,52.0,33.0,5.0,60.0,65.0,67.0,36.0,1.0,2.0,29.0,71.0,2.0,7.0,2.0,1.0,0.0,0.0,36.0,4.0,5.0,47.0,10.0,17.0,1.0,9.0,5.0,55.0,17.0,7.0,0.0,17.0,2.0,26.0,0.0,0.0,0.0,90962.0
617,Low,2020-06-06,30.0,68.0,25.0,50.0,53.0,8.0,61.0,23.0,3.0,4.0,0.0,15.0,0.0,7.0,37.0,14.0,8.0,5.0,35.0,10.0,43.0,15.0,17.0,77.0,14.0,16.0,55.0,28.0,78.0,46.0,21.0,48.0,22.0,77.0,59.0,10.0,18.0,47.0,29.0,7.0,77.0,68.0,59.0,33.0,2.0,3.0,36.0,87.0,2.0,8.0,4.0,2.0,9.0,18.0,33.0,3.0,4.0,70.0,9.0,23.0,2.0,5.0,0.0,64.0,20.0,7.0,0.0,18.0,3.0,27.0,0.0,0.0,0.0,93355.0
618,Low,2020-06-05,28.0,71.0,42.0,49.0,57.0,8.0,63.0,25.0,3.0,4.0,3.0,37.0,0.0,7.0,44.0,16.0,8.0,9.0,32.0,19.0,27.0,24.0,16.0,74.0,27.0,16.0,44.0,36.0,80.0,34.0,20.0,43.0,22.0,68.0,53.0,12.0,16.0,48.0,30.0,6.0,74.0,60.0,55.0,35.0,1.0,5.0,36.0,79.0,2.0,10.0,1.0,1.0,8.0,16.0,47.0,4.0,3.0,50.0,9.0,19.0,2.0,7.0,4.0,58.0,21.0,10.0,0.0,18.0,2.0,28.0,0.0,0.0,0.0,111025.0
619,Low,2020-06-04,32.0,72.0,92.0,41.0,59.0,8.0,64.0,24.0,4.0,0.0,10.0,36.0,0.0,8.0,44.0,14.0,9.0,18.0,31.0,22.0,33.0,22.0,18.0,79.0,33.0,17.0,53.0,31.0,67.0,29.0,19.0,41.0,20.0,66.0,58.0,14.0,24.0,51.0,33.0,6.0,67.0,59.0,60.0,33.0,1.0,5.0,29.0,68.0,2.0,10.0,4.0,2.0,4.0,0.0,50.0,7.0,6.0,28.0,9.0,13.0,1.0,13.0,8.0,62.0,13.0,8.0,0.0,21.0,2.0,33.0,0.0,0.0,0.0,112990.0
620,Low,2020-06-03,26.0,68.0,38.0,39.0,57.0,9.0,61.0,24.0,3.0,4.0,6.0,37.0,0.0,11.0,40.0,15.0,9.0,18.0,31.0,22.0,36.0,26.0,20.0,80.0,34.0,16.0,50.0,24.0,68.0,28.0,18.0,40.0,17.0,65.0,59.0,16.0,17.0,51.0,34.0,7.0,52.0,63.0,60.0,40.0,1.0,5.0,29.0,62.0,2.0,11.0,4.0,1.0,4.0,0.0,51.0,6.0,2.0,21.0,9.0,15.0,2.0,16.0,4.0,63.0,19.0,7.0,0.0,26.0,3.0,33.0,0.0,0.0,0.0,116320.0
621,Low,2020-11-26,33.0,55.0,49.0,24.0,48.0,13.0,45.0,29.0,8.0,15.0,13.0,30.0,5.0,8.0,24.0,25.0,8.0,0.0,45.0,6.0,46.0,5.0,20.0,74.0,18.0,42.0,47.0,16.0,81.0,29.0,18.0,47.0,27.0,73.0,85.0,10.0,10.0,37.0,28.0,14.0,75.0,43.0,49.0,36.0,2.0,1.0,18.0,36.0,2.0,3.0,1.0,9.0,36.0,21.0,25.0,26.0,2.0,14.0,12.0,21.0,1.0,10.0,11.0,50.0,9.0,2.0,1.0,14.0,5.0,21.0,0.0,0.0,82379.43,109293.0
622,Low,2020-10-27,43.0,84.0,46.0,19.0,70.0,11.0,60.0,27.0,10.0,0.0,0.0,73.0,4.0,44.0,33.0,21.0,8.0,47.0,35.0,14.0,34.0,11.0,19.0,83.0,25.0,36.0,42.0,30.0,62.0,26.0,21.0,45.0,17.0,69.0,63.0,20.0,34.0,49.0,34.0,16.0,49.0,56.0,71.0,49.0,1.0,1.0,22.0,37.0,1.0,8.0,5.0,3.0,10.0,59.0,62.0,7.0,3.0,4.0,11.0,17.0,1.0,40.0,0.0,67.0,19.0,7.0,0.0,22.0,16.0,24.0,0.0,0.0,38873.0,136318.0
623,Low,2020-09-26,37.0,81.0,66.0,36.0,55.0,10.0,53.0,26.0,6.0,5.0,13.0,43.0,7.0,19.0,57.0,19.0,6.0,6.0,40.0,8.0,67.0,9.0,21.0,75.0,13.0,24.0,62.0,25.0,78.0,31.0,22.0,49.0,21.0,75.0,56.0,18.0,41.0,43.0,36.0,11.0,63.0,59.0,59.0,31.0,1.0,1.0,31.0,51.0,2.0,6.0,3.0,3.0,20.0,42.0,37.0,7.0,3.0,90.0,12.0,14.0,0.0,9.0,0.0,67.0,6.0,3.0,0.0,15.0,6.0,24.0,0.0,0.0,24996.43,132201.0
624,Low,2020-08-27,31.0,79.0,48.0,25.0,59.0,10.0,49.0,25.0,3.0,11.0,17.0,28.0,4.0,11.0,34.0,14.0,8.0,14.0,32.0,18.0,67.0,15.0,32.0,69.0,52.0,23.0,51.0,28.0,60.0,34.0,25.0,47.0,16.0,71.0,67.0,13.0,32.0,47.0,36.0,8.0,66.0,55.0,61.0,37.0,2.0,2.0,26.0,63.0,1.0,6.0,2.0,2.0,12.0,0.0,54.0,8.0,4.0,15.0,13.0,36.0,3.0,5.0,4.0,48.0,18.0,7.0,0.0,18.0,5.0,23.0,0.0,0.0,32992.57,159110.0
625,Low,2020-07-27,37.0,82.0,26.0,39.0,64.0,11.0,59.0,31.0,4.0,4.0,7.0,31.0,9.0,10.0,28.0,21.0,14.0,37.0,35.0,19.0,55.0,29.0,19.0,85.0,22.0,37.0,59.0,17.0,64.0,33.0,20.0,44.0,17.0,66.0,65.0,11.0,12.0,48.0,35.0,7.0,62.0,66.0,71.0,40.0,3.0,100.0,30.0,72.0,1.0,24.0,3.0,2.0,13.0,18.0,54.0,10.0,3.0,32.0,10.0,19.0,0.0,8.0,9.0,58.0,14.0,9.0,0.0,12.0,3.0,33.0,0.0,0.0,0.0,137884.0
626,Low,2020-06-26,36.0,79.0,39.0,40.0,59.0,15.0,59.0,35.0,4.0,8.0,15.0,22.0,5.0,62.0,41.0,16.0,14.0,21.0,32.0,20.0,33.0,16.0,18.0,81.0,19.0,43.0,63.0,50.0,78.0,35.0,22.0,47.0,22.0,73.0,57.0,10.0,11.0,50.0,71.0,7.0,56.0,65.0,56.0,38.0,2.0,2.0,32.0,83.0,1.0,8.0,3.0,2.0,13.0,18.0,47.0,10.0,4.0,24.0,11.0,13.0,1.0,8.0,13.0,69.0,19.0,9.0,0.0,15.0,3.0,28.0,0.0,0.0,0.0,135951.0
627,Low,2020-05-27,43.0,77.0,40.0,54.0,66.0,10.0,66.0,26.0,4.0,7.0,7.0,28.0,1.0,11.0,36.0,20.0,12.0,14.0,43.0,26.0,37.0,34.0,22.0,78.0,37.0,19.0,53.0,19.0,63.0,36.0,20.0,44.0,17.0,68.0,64.0,16.0,19.0,46.0,35.0,4.0,51.0,67.0,64.0,41.0,1.0,5.0,32.0,63.0,2.0,15.0,2.0,1.0,0.0,16.0,53.0,9.0,7.0,25.0,10.0,22.0,0.0,17.0,12.0,50.0,18.0,9.0,0.0,12.0,2.0,35.0,0.0,0.0,0.0,111860.0
628,Low,2020-04-26,42.0,77.0,41.0,94.0,73.0,18.0,67.0,33.0,7.0,12.0,11.0,34.0,1.0,6.0,32.0,28.0,25.0,10.0,42.0,16.0,26.0,41.0,24.0,86.0,39.0,26.0,36.0,20.0,64.0,31.0,18.0,46.0,21.0,75.0,62.0,28.0,35.0,40.0,36.0,6.0,62.0,70.0,65.0,55.0,2.0,5.0,53.0,40.0,5.0,24.0,4.0,1.0,4.0,35.0,36.0,8.0,5.0,40.0,11.0,15.0,2.0,16.0,31.0,77.0,33.0,29.0,0.0,13.0,2.0,40.0,0.0,0.0,0.0,63561.0
629,Low,2020-03-27,34.0,78.0,34.0,51.0,76.0,68.0,56.0,68.0,25.0,48.0,43.0,47.0,0.0,13.0,60.0,22.0,35.0,23.0,57.0,58.0,15.0,88.0,31.0,85.0,81.0,46.0,42.0,21.0,58.0,24.0,17.0,51.0,22.0,54.0,62.0,18.0,18.0,38.0,27.0,8.0,73.0,55.0,52.0,92.0,1.0,16.0,62.0,37.0,16.0,26.0,2.0,1.0,11.0,0.0,45.0,19.0,1.0,14.0,10.0,15.0,2.0,32.0,39.0,88.0,34.0,45.0,1.0,15.0,3.0,87.0,0.0,0.0,0.0,89276.0
630,Low,2020-02-25,49.0,86.0,22.0,21.0,93.0,17.0,66.0,39.0,36.0,0.0,0.0,37.0,0.0,13.0,79.0,12.0,2.0,25.0,35.0,7.0,37.0,4.0,44.0,81.0,4.0,1.0,59.0,44.0,54.0,32.0,26.0,45.0,15.0,66.0,60.0,29.0,48.0,51.0,44.0,8.0,59.0,55.0,78.0,53.0,1.0,0.0,18.0,40.0,1.0,0.0,4.0,2.0,4.0,0.0,66.0,0.0,2.0,8.0,6.0,16.0,2.0,33.0,4.0,44.0,6.0,12.0,0.0,9.0,1.0,40.0,0.0,0.0,0.0,172456.0
631,Low,2020-01-27,48.0,82.0,22.0,24.0,80.0,18.0,60.0,40.0,44.0,0.0,11.0,29.0,0.0,13.0,49.0,11.0,1.0,10.0,54.0,5.0,25.0,7.0,39.0,83.0,3.0,0.0,51.0,16.0,58.0,23.0,55.0,46.0,15.0,67.0,63.0,27.0,30.0,48.0,55.0,9.0,55.0,55.0,73.0,52.0,0.0,0.0,18.0,39.0,1.0,0.0,1.0,1.0,8.0,0.0,65.0,0.0,3.0,4.0,5.0,7.0,0.0,27.0,8.0,37.0,19.0,6.0,0.0,10.0,1.0,65.0,0.0,0.0,0.0,176736.0
632,Low,2019-12-27,37.0,67.0,47.0,23.0,50.0,20.0,67.0,44.0,43.0,0.0,4.0,22.0,0.0,16.0,55.0,37.0,0.0,6.0,36.0,2.0,21.0,3.0,35.0,87.0,3.0,0.0,65.0,8.0,75.0,23.0,78.0,55.0,20.0,62.0,58.0,6.0,8.0,49.0,44.0,12.0,52.0,49.0,55.0,39.0,1.0,0.0,20.0,43.0,1.0,0.0,2.0,2.0,5.0,21.0,34.0,0.0,3.0,10.0,4.0,12.0,0.0,1.0,0.0,54.0,12.0,20.0,0.0,7.0,0.0,22.0,,,,
633,Low,2020-05-21,39.0,72.0,54.0,61.0,71.0,9.0,59.0,27.0,5.0,8.0,14.0,49.0,0.0,9.0,55.0,17.0,14.0,14.0,34.0,25.0,34.0,30.0,21.0,80.0,41.0,16.0,66.0,27.0,73.0,31.0,29.0,44.0,19.0,72.0,62.0,18.0,25.0,47.0,32.0,5.0,68.0,60.0,64.0,40.0,1.0,13.0,33.0,64.0,2.0,17.0,6.0,1.0,4.0,16.0,50.0,6.0,1.0,44.0,11.0,23.0,1.0,23.0,4.0,51.0,21.0,9.0,1.0,10.0,2.0,41.0,0.0,0.0,0.0,121065.0
634,Low,2020-05-20,31.0,78.0,58.0,55.0,68.0,9.0,58.0,28.0,5.0,11.0,3.0,43.0,1.0,9.0,30.0,21.0,14.0,19.0,41.0,26.0,51.0,32.0,23.0,84.0,42.0,18.0,44.0,20.0,74.0,39.0,21.0,43.0,20.0,72.0,62.0,22.0,29.0,45.0,37.0,6.0,49.0,60.0,65.0,44.0,2.0,14.0,34.0,59.0,2.0,21.0,3.0,2.0,4.0,16.0,55.0,6.0,2.0,32.0,12.0,27.0,3.0,15.0,20.0,68.0,26.0,9.0,1.0,10.0,2.0,42.0,0.0,0.0,0.0,110349.0
635,Low,2020-05-19,39.0,82.0,39.0,62.0,71.0,10.0,59.0,29.0,5.0,7.0,13.0,53.0,0.0,9.0,47.0,22.0,15.0,14.0,36.0,26.0,30.0,35.0,24.0,77.0,42.0,19.0,46.0,25.0,71.0,31.0,21.0,44.0,21.0,73.0,64.0,22.0,33.0,47.0,34.0,5.0,65.0,70.0,64.0,44.0,2.0,26.0,34.0,58.0,2.0,23.0,5.0,1.0,8.0,0.0,60.0,10.0,7.0,29.0,12.0,28.0,1.0,26.0,23.0,58.0,19.0,8.0,1.0,11.0,2.0,43.0,0.0,0.0,0.0,98601.0
636,High,2020-05-18,43.0,77.0,42.0,58.0,77.0,12.0,58.0,30.0,4.0,11.0,13.0,43.0,0.0,9.0,35.0,23.0,16.0,9.0,40.0,27.0,42.0,39.0,23.0,81.0,40.0,19.0,45.0,23.0,74.0,28.0,21.0,45.0,20.0,75.0,64.0,20.0,30.0,46.0,35.0,5.0,74.0,89.0,63.0,42.0,2.0,64.0,34.0,56.0,3.0,22.0,5.0,1.0,0.0,16.0,57.0,5.0,1.0,18.0,11.0,41.0,1.0,32.0,43.0,70.0,16.0,11.0,1.0,9.0,1.0,36.0,0.0,0.0,0.0,89296.0
637,High,2020-05-17,33.0,68.0,54.0,84.0,68.0,10.0,63.0,27.0,5.0,4.0,4.0,26.0,0.0,10.0,39.0,24.0,16.0,5.0,51.0,11.0,42.0,33.0,22.0,80.0,32.0,20.0,49.0,26.0,75.0,32.0,21.0,46.0,19.0,75.0,63.0,26.0,26.0,48.0,37.0,5.0,58.0,74.0,62.0,44.0,2.0,31.0,35.0,58.0,3.0,20.0,3.0,1.0,4.0,18.0,35.0,8.0,3.0,41.0,11.0,50.0,0.0,6.0,54.0,66.0,16.0,6.0,0.0,10.0,2.0,37.0,0.0,0.0,0.0,87398.0
638,Low,2020-05-16,38.0,69.0,55.0,75.0,64.0,10.0,71.0,27.0,4.0,4.0,19.0,41.0,0.0,8.0,70.0,22.0,16.0,5.0,59.0,12.0,40.0,23.0,17.0,84.0,25.0,18.0,50.0,24.0,84.0,29.0,21.0,50.0,25.0,80.0,60.0,12.0,18.0,40.0,31.0,5.0,55.0,58.0,52.0,38.0,2.0,5.0,41.0,62.0,3.0,31.0,2.0,2.0,4.0,0.0,36.0,8.0,6.0,33.0,10.0,56.0,1.0,10.0,41.0,74.0,18.0,7.0,0.0,9.0,2.0,35.0,0.0,0.0,0.0,91233.0
639,Low,2020-05-15,35.0,70.0,53.0,64.0,75.0,8.0,68.0,29.0,4.0,4.0,7.0,43.0,0.0,12.0,36.0,20.0,17.0,24.0,46.0,21.0,29.0,32.0,23.0,85.0,40.0,18.0,43.0,19.0,79.0,31.0,21.0,49.0,23.0,74.0,58.0,12.0,25.0,43.0,31.0,5.0,61.0,59.0,52.0,39.0,2.0,5.0,40.0,62.0,3.0,24.0,2.0,1.0,4.0,16.0,50.0,9.0,3.0,43.0,10.0,94.0,2.0,27.0,55.0,60.0,16.0,10.0,0.0,9.0,2.0,38.0,0.0,0.0,0.0,94840.0
640,Low,2020-05-14,47.0,76.0,39.0,54.0,81.0,12.0,66.0,28.0,5.0,0.0,10.0,30.0,0.0,11.0,81.0,20.0,16.0,14.0,30.0,30.0,23.0,30.0,21.0,80.0,49.0,18.0,52.0,22.0,67.0,27.0,23.0,46.0,19.0,72.0,63.0,22.0,35.0,47.0,37.0,5.0,57.0,59.0,60.0,44.0,2.0,6.0,35.0,53.0,3.0,18.0,1.0,1.0,4.0,16.0,55.0,10.0,4.0,25.0,10.0,93.0,4.0,33.0,35.0,64.0,25.0,11.0,0.0,9.0,2.0,37.0,0.0,0.0,0.0,94368.0
641,Low,2020-05-13,44.0,75.0,49.0,68.0,82.0,13.0,65.0,30.0,6.0,7.0,16.0,49.0,0.0,11.0,56.0,22.0,17.0,14.0,42.0,27.0,29.0,38.0,23.0,79.0,49.0,19.0,47.0,15.0,66.0,29.0,21.0,46.0,21.0,73.0,64.0,24.0,29.0,44.0,37.0,5.0,70.0,56.0,63.0,49.0,2.0,6.0,36.0,49.0,3.0,25.0,4.0,1.0,8.0,15.0,60.0,9.0,2.0,18.0,10.0,18.0,3.0,25.0,50.0,67.0,18.0,8.0,0.0,9.0,2.0,36.0,0.0,0.0,0.0,94702.0
642,High,2020-05-12,39.0,75.0,52.0,59.0,81.0,13.0,66.0,29.0,4.0,0.0,3.0,22.0,0.0,10.0,52.0,22.0,17.0,14.0,35.0,29.0,36.0,40.0,25.0,84.0,47.0,20.0,50.0,20.0,65.0,35.0,22.0,46.0,22.0,73.0,62.0,24.0,35.0,44.0,33.0,5.0,69.0,54.0,61.0,46.0,1.0,5.0,35.0,47.0,3.0,22.0,3.0,1.0,0.0,15.0,55.0,10.0,6.0,25.0,9.0,9.0,2.0,29.0,38.0,73.0,27.0,17.0,0.0,11.0,2.0,39.0,0.0,0.0,0.0,89858.0
643,Low,2020-05-11,47.0,76.0,45.0,57.0,85.0,14.0,66.0,30.0,6.0,11.0,20.0,65.0,0.0,10.0,39.0,22.0,17.0,19.0,36.0,30.0,46.0,43.0,23.0,76.0,45.0,20.0,56.0,19.0,67.0,32.0,23.0,46.0,21.0,70.0,61.0,26.0,45.0,44.0,37.0,5.0,71.0,57.0,62.0,51.0,2.0,4.0,35.0,47.0,3.0,17.0,4.0,1.0,8.0,16.0,59.0,8.0,7.0,11.0,9.0,11.0,2.0,33.0,39.0,64.0,30.0,9.0,0.0,9.0,1.0,39.0,0.0,0.0,0.0,79443.0
644,High,2020-05-10,36.0,65.0,56.0,65.0,69.0,9.0,64.0,30.0,5.0,0.0,0.0,18.0,0.0,8.0,34.0,23.0,20.0,5.0,42.0,10.0,37.0,35.0,24.0,82.0,30.0,22.0,46.0,19.0,64.0,33.0,20.0,49.0,21.0,71.0,64.0,27.0,37.0,44.0,31.0,5.0,72.0,60.0,62.0,47.0,1.0,3.0,35.0,49.0,3.0,12.0,1.0,1.0,4.0,0.0,34.0,7.0,2.0,46.0,10.0,16.0,0.0,13.0,18.0,93.0,18.0,8.0,0.0,9.0,2.0,40.0,0.0,0.0,0.0,64344.0
645,Low,2020-05-09,47.0,68.0,60.0,78.0,77.0,13.0,74.0,26.0,5.0,8.0,11.0,34.0,0.0,9.0,48.0,24.0,18.0,10.0,39.0,11.0,41.0,22.0,19.0,77.0,28.0,18.0,45.0,28.0,74.0,31.0,21.0,50.0,30.0,72.0,62.0,20.0,13.0,37.0,34.0,5.0,59.0,57.0,53.0,41.0,1.0,3.0,38.0,51.0,4.0,15.0,2.0,1.0,4.0,0.0,37.0,9.0,5.0,48.0,10.0,15.0,1.0,13.0,44.0,80.0,26.0,8.0,0.0,8.0,2.0,34.0,0.0,0.0,0.0,81275.0
646,Low,2020-05-08,41.0,69.0,49.0,60.0,90.0,15.0,63.0,28.0,5.0,0.0,6.0,46.0,0.0,10.0,44.0,22.0,17.0,13.0,34.0,24.0,30.0,36.0,22.0,76.0,44.0,18.0,46.0,31.0,69.0,32.0,20.0,48.0,25.0,69.0,63.0,18.0,26.0,40.0,36.0,5.0,63.0,59.0,53.0,43.0,1.0,4.0,39.0,53.0,3.0,17.0,2.0,1.0,7.0,15.0,51.0,10.0,2.0,14.0,10.0,14.0,0.0,28.0,53.0,73.0,21.0,16.0,0.0,8.0,2.0,38.0,0.0,0.0,0.0,88776.0
647,Low,2020-05-07,45.0,74.0,31.0,58.0,82.0,12.0,63.0,29.0,5.0,11.0,13.0,47.0,0.0,17.0,53.0,28.0,17.0,4.0,33.0,29.0,20.0,32.0,22.0,76.0,50.0,18.0,33.0,19.0,71.0,35.0,21.0,44.0,19.0,69.0,65.0,32.0,33.0,43.0,37.0,5.0,69.0,56.0,60.0,51.0,1.0,5.0,34.0,45.0,3.0,19.0,3.0,1.0,0.0,15.0,63.0,8.0,6.0,42.0,10.0,15.0,3.0,32.0,58.0,66.0,30.0,11.0,0.0,8.0,2.0,36.0,0.0,0.0,0.0,96122.0
648,High,2020-05-06,38.0,79.0,34.0,73.0,82.0,15.0,62.0,29.0,5.0,7.0,13.0,71.0,0.0,13.0,57.0,29.0,18.0,27.0,32.0,27.0,20.0,37.0,24.0,86.0,51.0,18.0,47.0,25.0,70.0,26.0,22.0,45.0,22.0,70.0,63.0,42.0,31.0,41.0,39.0,5.0,69.0,58.0,64.0,50.0,2.0,7.0,36.0,43.0,4.0,20.0,2.0,1.0,0.0,0.0,59.0,7.0,5.0,24.0,12.0,13.0,1.0,39.0,27.0,63.0,20.0,21.0,0.0,8.0,2.0,38.0,0.0,0.0,0.0,90071.0
649,High,2020-05-05,45.0,76.0,38.0,62.0,76.0,14.0,58.0,29.0,5.0,3.0,12.0,45.0,0.0,10.0,49.0,22.0,18.0,34.0,39.0,32.0,33.0,44.0,23.0,74.0,49.0,19.0,42.0,32.0,65.0,33.0,23.0,48.0,20.0,69.0,64.0,50.0,40.0,42.0,35.0,5.0,53.0,58.0,64.0,49.0,2.0,7.0,38.0,42.0,3.0,21.0,4.0,1.0,4.0,14.0,65.0,8.0,17.0,16.0,10.0,15.0,0.0,49.0,35.0,75.0,25.0,13.0,0.0,8.0,2.0,40.0,0.0,0.0,0.0,84315.0
650,High,2020-05-04,42.0,78.0,41.0,67.0,79.0,15.0,63.0,30.0,6.0,4.0,13.0,34.0,0.0,7.0,59.0,21.0,18.0,9.0,43.0,32.0,27.0,46.0,24.0,81.0,45.0,18.0,37.0,34.0,67.0,32.0,20.0,44.0,22.0,71.0,63.0,46.0,42.0,42.0,36.0,6.0,62.0,59.0,66.0,53.0,1.0,5.0,38.0,44.0,4.0,21.0,4.0,1.0,7.0,31.0,64.0,7.0,2.0,17.0,10.0,15.0,1.0,36.0,46.0,65.0,24.0,8.0,1.0,8.0,2.0,41.0,0.0,0.0,0.0,77484.0
651,High,2020-05-03,49.0,74.0,59.0,92.0,69.0,17.0,71.0,31.0,5.0,13.0,12.0,29.0,0.0,8.0,48.0,23.0,20.0,5.0,43.0,16.0,29.0,38.0,21.0,86.0,32.0,18.0,49.0,35.0,75.0,34.0,19.0,45.0,22.0,76.0,63.0,26.0,38.0,43.0,39.0,5.0,73.0,64.0,66.0,53.0,1.0,3.0,37.0,47.0,4.0,16.0,3.0,1.0,9.0,19.0,41.0,11.0,6.0,38.0,11.0,24.0,2.0,17.0,50.0,68.0,25.0,3.0,0.0,8.0,3.0,42.0,0.0,0.0,0.0,68602.0
652,High,2020-11-25,38.0,78.0,61.0,32.0,58.0,15.0,58.0,32.0,8.0,10.0,22.0,32.0,9.0,15.0,29.0,22.0,11.0,18.0,33.0,11.0,48.0,8.0,22.0,66.0,15.0,46.0,51.0,7.0,76.0,32.0,17.0,47.0,100.0,72.0,80.0,8.0,6.0,33.0,23.0,14.0,52.0,45.0,51.0,37.0,1.0,1.0,19.0,31.0,2.0,4.0,4.0,13.0,29.0,0.0,46.0,24.0,5.0,9.0,12.0,25.0,1.0,29.0,0.0,58.0,15.0,10.0,0.0,15.0,6.0,22.0,0.0,0.0,81252.29,147614.0
653,Low,2020-10-26,41.0,84.0,19.0,20.0,68.0,12.0,51.0,26.0,9.0,5.0,12.0,34.0,5.0,29.0,60.0,19.0,7.0,11.0,34.0,14.0,64.0,14.0,26.0,78.0,23.0,37.0,65.0,16.0,63.0,36.0,22.0,47.0,19.0,75.0,61.0,21.0,43.0,49.0,39.0,15.0,59.0,58.0,71.0,48.0,1.0,1.0,22.0,39.0,1.0,9.0,4.0,2.0,9.0,58.0,61.0,14.0,10.0,9.0,10.0,10.0,2.0,30.0,5.0,51.0,17.0,9.0,0.0,22.0,17.0,23.0,0.0,0.0,38176.43,124271.0
